id,testGroup,storeLocType,storeAge,pop5mi,comp5mi,sumPre4_5,sumPost4_5,wk1,wk2,wk3,wk4,wk5,wk6,wk7,wk8,wk9,wk10,wk11,wk12,wk13,wk14,wk15,wk16,wk17,wk18,wk19,wk20,wk21,wk22,wk23,wk24,wk25,wk26,wk27,wk28,wk29,wk30,wk31,wk32,wk33,wk34,wk35,wk36,wk37,wk38,wk39,wk40,wk41,wk42,wk43,wk44,wk45,wk46,wk47,wk48,wk49,wk50,wk51,wk52
366,8A,Suburban - Strip Mall,16,404000,9,423462.8,1248186,32081.6,26741.4,29565.2,26371.2,27471.8,45614.2,29842,31784,28411,32271.6,27905.6,28430.6,26150.6,30822,34274,30520,25456,35502,25110,27614,30659,33912,33947,25228,26482,32640,24308,32408,30625,29741,27706,33273,34396,28998,30360,34212,32692,35201,32385,26486,32497,28323,33134,26315,28485,38385,38887,35724,28983,46431,51056,35009
367,Control,Metropolitan - Strip Mall,29,1000000,95,487468,1372492,25828.8,31984.6,32509.2,37138.6,27549.2,46868.4,35719.4,31746.4,37952.6,37136.4,38468.6,41933.2,32885.6,29747,35880,30606,26532,36924,31153,33139,34696,26551,34959,30347,27060,29955,35061,34075,35453,26486,30200,30137,35756,39028,40966,34001,29026,31360,32875,36030,37014,30247,40441,33313,41641,42572,52174,29622,37909,53583,44659,51314
368,Control,Rural - Standalone,28,436000,22,365172.4,1047357,27387,20936.4,28368.2,28741.2,21547.6,25833.4,21253.8,30329.2,24950,27184.4,30656.2,26756.6,31163.4,20065,20087,24930,21366,28996,19549,20426,28809,21159,21848,22275,28246,22120,23461,24764,27670,27589,23014,28075,28617,25381,31038,29585,23075,24988,22238,26608,25220,32068,29166,29634,26721,24726,32147,30346,32904,41838,43285,33323
369,Control,Urban - Strip Mall,13,109000,3,192960.4,537813,13370.4,10936.8,12928.6,13784.4,15080,13475.6,13398.2,12594,16035.8,10936.8,15237.8,14704.6,16061.4,14416,12123,14585,13279,16552,11161,11632,10461,13997,15712,12301,13039,12190,11808,14748,10261,10400,14081,12619,11190,15643,13495,10817,13803,11305,12793,12275,11282,11376,15361,14126,14777,17792,17360,15000,15847,21763,21045,15398
370,Control,Urban - Standalone,27,327000,10,415250,1208633,27211,25030,28231.2,27852.2,29763.4,33207.8,27597.6,24882.2,32445.4,31992.4,34705.6,38075,24047.2,30209,30135,32245,25727,29030,29364,25413,25361,26254,26799,28076,21623,36048,30759,31659,32415,32755,26247,25158,24435,28547,28166,29495,34685,28480,28371,30528,26036,30591,27290,35836,37717,40245,46755,28732,32158,37933,52027,35329
371,Control,Urban - Strip Mall,10,267000,18,358045,971577,23689.2,18668.6,21796.4,24197.2,24727.8,33957.6,28385,21511.2,28461,27086,27700,27909.2,27695.8,22260,19424,20724,21074,27530,22339,23513,18812,23513,26737,22326,19641,21049,22253,20382,23779,23187,27251,20946,25727,27234,20431,20236,21122,24818,29281,22825,22927,25168,25396,25095,22148,30540,38576,21025,29352,40862,37475,34599
372,Control,Suburban - Standalone,40,419000,81,220137,666835,14656.4,15324.6,12458,13684,13490.2,22426.4,15290.4,13499.8,14977.6,16551.8,16505.8,18980.4,16821.6,15470,14263,18284,17227,19904,17631,15670,17833,13320,13724,15721,12252,16458,13979,13379,15779,13892,15275,13365,14303,14409,17962,13116,14176,19353,19666,14516,17027,13970,13972,19421,19262,22561,24215,20010,20628,21459,29638,23745
373,Control,Suburban - Strip Mall,4,25000,24,356647.6,1084791,24293,21743.8,23538.8,25721,29726.4,29495.6,28770.4,26547.2,22807,22078.6,22934.8,32381.8,23958.2,22651,21976,23719,27882,22621,28494,30558,24414,19818,30887,26088,25322,31214,19989,27557,26382,28538,28498,26192,21609,30427,23620,26671,23675,30148,25523,30948,22563,30775,26059,22686,31163,33288,40530,33269,26994,33427,41362,37254
374,8B,Suburban - Strip Mall,7,73000,7,256651.8,712592,16052.8,19356.4,15243.2,20632.2,20097.2,20852.4,16790.4,16242.4,17512.8,17548.8,19760.6,18558.8,21040.8,16963,14995,19358,16144,19423,14373,20053,13738,19606,18286,14079,14059,15892,13747,15593,16984,15209,15968,19197,20309,17431,15654,17610,20133,17718,20895,20157,17733,16427,15787,18198,17847,20960,22224,18755,20935,26434,27162,26556
375,8B,Urban - Standalone,13,10000,0,197695.4,588742,13548.4,13271.4,13971.2,14101,11760.8,16712.8,12188,12390.8,16500.2,16815.4,13125.6,14169.6,15191.2,13949,15598,15899,12647,14730,11098,15629,15415,14775,12602,12023,12065,12604,12954,15753,13110,12517,14574,16635,15826,12893,14590,15385,16233,11889,15832,15917,14775,16340,14919,17194,15302,13899,19706,17428,17794,20273,22711,15259
376,Control,Rural - Standalone,16,171000,12,353703.2,977314,18217.8,25142,23834.6,22332,21077,28275.6,27046.4,24155,28753.6,28020.4,25458,30020.4,29018.4,22352,24887,22485,25226,22436,24973,27041,20224,26680,25289,22801,18713,27578,26629,20445,23228,25460,22657,27684,21074,21753,24934,22928,20543,20953,29240,25948,24505,21718,25521,29967,29009,22614,26682,26622,27095,31417,39553,28450
377,7B,Urban - Standalone,24,5000,2,442955.8,1264518,32106.2,24948.6,32803.4,33447.4,25560.8,40564.6,34539.8,28764,26751.2,37059.4,30062.4,33025.8,37917.2,25405,27421,27195,29407,31024,34528,34991,26389,28932,33158,32111,31683,35899,26749,31125,34503,34437,34836,26422,29572,27836,38121,31993,30019,29977,35298,33745,27012,32575,28337,28905,30144,42818,45682,38847,29999,43871,41327,32225
378,7A,Urban - Standalone,9,14000,2,143025,391440,10200,10339.2,7902.8,9019.6,11060.2,10577.8,11618.6,8941.8,12187,9425.4,11553,13171.2,9076.4,7952,10644,8751,10682,9961,7841,10684,10078,10928,9618,8234,9837,9315,10240,9724,8668,9180,10628,8843,7891,8403,8714,7834,9148,8338,9492,11552,8397,9131,8481,9696,9571,13079,13063,12028,12914,12693,15152,14055
379,Control,Suburban - Strip Mall,39,20000,1,421134,1233607,30686.8,26002.4,22641.2,35207.4,25782.8,30940.8,35581.2,24263.4,35055.2,26011,30372.8,36728.8,27889.2,33971,26554,32454,32239,35460,32183,23768,32586,26067,24022,28983,23984,35689,23684,22839,24162,31886,29567,30727,32935,28074,27613,28522,33215,31618,37089,24813,33146,33054,28688,31216,28013,41412,38773,33631,40035,36730,54055,40150
380,Control,Metropolitan - Standalone,36,340000,35,246712.6,750675,14264.4,20768.8,18336.4,16470.4,17060.2,19210.4,15588.8,15443,16014.6,20166,19802.4,21652.4,16993.8,14941,19270,16427,21063,18827,16290,14415,18287,16035,18278,13703,18780,19129,20185,17003,19041,20147,21069,19930,17870,21831,16415,16852,16570,20574,21318,16758,22822,20077,17713,16626,22683,19961,20531,18635,22509,26463,30329,21318
381,Control,Suburban - Standalone,18,167000,5,222129.2,606063,14674.2,14240.2,12506.8,17193,13489.2,18184.2,13877,17080.6,17284.2,13965,17463,19057.4,17691.4,15423,13843,15897,15906,16667,13610,14746,15982,15408,12605,12829,15017,16702,12099,13004,14668,13073,17590,17110,12122,12348,17875,15617,14479,13563,17728,13991,15897,12799,17584,16286,15950,17463,17276,12983,15488,24492,23989,15954
382,8B,Suburban - Standalone,30,44000,2,229895,669467,13498.6,14219.4,17498.4,17318.4,14039.6,17912.8,14005.6,19502.6,16220.4,16769.8,19147,19879.8,13702.6,16180,16419,13526,17489,15442,16741,18674,16329,12748,15007,13185,12650,17518,12726,17934,15615,13641,18222,17704,16713,16702,18951,17060,19284,17565,16715,14613,15257,13741,17881,15408,18243,15314,19977,19444,21343,27470,30149,19887
383,Control,Urban - Standalone,8,12000,33,156233.2,437498,10404.8,11204,8222.6,13136.2,9653.8,12263,9433.8,12218,12943.2,13122.4,12134.2,12778,10249.2,8470,12233,9829,9913,9981,10676,8466,10084,10105,12037,8275,9923,9295,9348,9461,11434,12150,8802,9438,11397,9036,11743,9565,11130,12544,10566,9835,12686,10054,12531,12897,12913,10511,16508,13523,13374,18504,16762,11499
384,8B,Urban - Standalone,33,9000,2,194912.6,563791,11048.2,13858.4,11019.8,15919.6,14956.6,19903.2,13157.2,14025.4,11646.8,13356.8,15089.6,14362.2,11995.8,14573,13692,13483,10851,16863,11000,13191,15024,12188,11445,11700,13866,13545,13545,11194,12966,10757,15118,12691,14584,17251,17006,11998,12273,16190,12603,12377,11881,16415,16230,12096,12256,13660,20675,15001,16566,24805,20596,21636
385,Control,Suburban - Strip Mall,25,370000,19,253915,744194,15712.2,18567,19676.4,21187.8,15376.6,18893.2,21781.2,15160.8,17708.8,19291.2,19079.8,17586.6,15905.4,17988,15156,15784,16316,21232,18535,16672,19857,17520,17662,18062,20027,15694,15056,17880,19449,14597,16296,15659,15384,21017,18516,15107,20886,19407,15898,17757,16465,22223,22428,17174,23215,19671,23981,16148,20735,27591,34421,26728
386,Control,Suburban - Standalone,15,395000,48,399142.6,1198505,30945,23356.4,23218.2,34416.8,28595.6,37505.8,30892.6,23471.2,30850.8,28413.4,24200,25850.6,32634.2,24792,26738,28327,29154,33866,28151,31802,26404,23167,28294,26119,29280,35139,26145,28323,31957,29341,26391,30678,29453,34002,30291,27926,30891,32207,27107,28097,35035,35084,26960,33322,32151,27080,40340,27514,33819,39564,41346,42248
387,Control,Suburban - Standalone,13,325000,55,399574,1188504,23294.8,32822.4,27653.4,27246.2,23350.4,32102.2,33349.6,32529.8,25697.6,24365.4,25506.8,35992.4,32086,23577,23278,28393,24740,28101,27789,30010,21694,28560,26043,31130,25128,31762,31906,27169,25335,29484,33452,23246,33470,33749,26692,30337,23225,34157,33115,27149,25730,28706,34503,32778,32082,36815,47355,31941,31178,42217,49990,32518
388,Control,Suburban - Strip Mall,2,277000,6,270492.8,778720,19839.4,17145.6,16522,19736.4,15034.6,23727.8,22407.8,16415.8,21445.6,18160.2,22569.6,19919.8,22982.2,14586,19848,16199,17437,22947,18645,20681,14860,18972,20992,14689,19935,19982,20113,17422,19004,18728,21099,20497,15170,22783,17902,19720,21379,18257,21523,18699,19446,19790,20643,22856,18944,24430,23444,16407,23102,24309,24725,28555
389,7B,Suburban - Strip Mall,9,239000,77,360171.6,1023674,27613.6,28654.6,20067.4,27576.2,23026.6,34470.6,24445.2,24596,23784.8,23222.6,29281.8,25995.8,28444.4,18992,27044,28341,25343,28015,20759,27357,23645,26211,26264,20346,19134,29758,21539,27252,24819,27749,21428,27084,25468,22505,20788,26023,24333,21180,23341,28166,30232,29952,27294,24714,23912,25560,37481,21776,29822,42284,42407,25356
390,Control,Suburban - Strip Mall,37,7000,15,185626.2,516716,10170.2,14278.2,10166,15259.6,13985.4,15129.8,12972.8,11713.6,12417.2,13192.8,14069,16161.6,14631,11479,13698,14089,14344,11335,11868,9884,11993,13482,11768,12710,13236,15530,10692,12733,13555,11670,13877,12594,10081,13268,10754,12060,14352,14728,12727,14259,11987,12712,11185,13981,11144,13879,16694,11515,12124,21628,21017,16084
391,Control,Urban - Standalone,13,226000,46,389450.4,1095779,27984.8,22508.8,29438.8,23668,23744.2,31859.2,31350.2,31401.6,22940.6,30364.4,23018.8,30391.4,31969.6,28810,26482,24634,29400,24046,20268,22737,26626,27608,30650,25054,21846,28719,23905,23349,24235,22029,21559,27716,22017,23530,28259,31329,31953,25242,23696,32915,25829,28829,23416,31500,27749,32205,39959,30985,30679,47746,46052,32216
392,Control,Suburban - Standalone,5,485000,51,386678.4,1020434,26615.8,28076.4,27443.8,29082.4,28409,34971,28994.4,26661,27247.6,22211.4,31013.8,28994.4,24535.4,22422,24477,25703,25206,25149,21218,28612,27733,19784,24665,19123,26972,28915,28007,23615,20071,24034,22013,21572,27190,29930,28256,22203,26371,26257,25595,26440,22209,27633,24191,24579,25184,31944,40491,30868,23505,33493,38284,26520
393,8B,Suburban - Standalone,33,15000,0,373802,1057367,19882,24539.8,28646.6,29728,22653,32468.6,22922.6,27299.8,24583.6,25387.8,32899.6,27315.2,29851.4,25624,23325,24913,29770,25332,27022,20546,24618,26662,25190,25812,27493,25166,23225,28987,23615,26210,25240,26104,24179,24014,29148,30115,20943,24943,30800,31356,28354,24641,23852,30450,31562,31509,32048,27238,25127,39313,34418,28503
394,Control,Suburban - Standalone,3,220000,5,403315,1172319,22686.4,25758.4,25300.6,35764.8,31835.6,31460.4,33841,24323,23831.2,24915.8,34546.2,34702.8,31003.8,23345,32975,29148,24556,26306,27487,24264,30196,22995,30068,28799,23969,31450,29698,26617,32165,25430,29772,31299,26591,28284,35468,26814,26852,33440,25572,34581,31944,30001,26419,30716,26569,28121,31798,32823,34330,49502,44221,37734
395,8A,Suburban - Standalone,10,181000,17,315660.2,855979,16658.4,19698,20425.2,25955.6,24146.8,27166.8,18704.2,19906.8,25258.2,22321.6,23531.8,25840.2,25250.6,20796,16919,23119,21622,26593,20133,18758,22481,22901,23263,16908,21766,22332,17094,17389,16891,20088,18183,19631,20732,19768,19383,24249,18668,24216,25194,18776,21838,19586,19731,24711,26749,22318,33215,20383,19573,35215,31692,23115
396,Control,Suburban - Standalone,7,94000,4,405738,1134397,23745.8,23689.2,28672.8,30608.8,23349.4,36554.6,31807.6,25619.6,26968.4,25283.2,31293.4,33611.6,32935.6,31598,22069,25738,31492,33256,22549,23168,27053,30313,31959,25520,26503,26915,24268,23866,26728,23108,26976,28602,32572,28785,30756,33437,29243,25297,25904,23809,30317,30944,25071,24481,30067,38387,32875,31635,34925,40166,36193,37852
397,Control,Urban - Standalone,34,5000,1,186149.6,514979,13827.2,13871,10514.4,11758,11794.4,14989.4,14159.4,12877.2,13632,10951.8,15560.8,14035.2,14907.8,13271,9980,12609,11357,11136,13736,11962,12421,12525,12438,12886,12515,12754,12030,11093,14318,10760,14727,14208,13897,15472,14296,11990,12079,14808,12758,13679,11496,12852,11998,13083,11910,15637,18302,12457,13693,17210,16467,14169
398,8B,Metropolitan - Strip Mall,40,273000,12,491717.2,1439271,32425.8,28768.6,35039.4,41043.4,39240.8,42551.4,38287.8,38741.4,29609.4,28304,30426,31279.8,42129.4,33870,33104,27311,34678,35029,37177,36891,35019,36810,36100,32827,31920,29404,27570,37987,32825,34590,37537,32223,33639,35017,40844,34462,38772,33940,35110,28701,34400,40249,37126,41375,38744,38345,43290,38997,36132,54890,62003,50363
399,8A,Urban - Standalone,19,53000,26,186681.6,523477,13930,13570.8,14460.2,13817,14207.8,15730.6,12816.6,13821.4,11421.2,14180.2,12318.2,13405.2,11436.4,11566,11817,13682,12437,13864,11234,12083,12788,12792,13794,10762,12128,14734,11116,13951,13794,13236,11986,12305,14110,11759,11926,13354,14550,14747,12317,14606,10848,12644,14100,12595,15259,16338,16409,13881,12199,19834,18670,13262
400,7A,Urban - Strip Mall,24,66000,33,398950.8,1081838,25564.8,24882.6,24735.6,30488.8,26282.6,36154,26597.8,26695.6,32970.8,27968.8,34214,30602.4,22455,29338,27811,20478,23424,31503,23906,27946,24674,28029,27012,27002,23155,28959,26350,23139,21759,23759,23873,23539,26719,26572,26604,22463,26569,27681,22634,24552,22725,29517,31847,30290,27630,32656,40727,27585,27605,41669,41919,38218
401,Control,Suburban - Strip Mall,7,57000,17,222943.4,614304,13925.2,15197.6,11350.2,16927,12576.6,17724.2,17402.4,18313.4,16520.6,16971.2,13184.8,19390.4,17465.8,15994,15128,15697,11841,14640,16270,12593,12540,14099,16907,13006,13161,18656,11638,14222,11892,12160,13059,14866,12996,16560,16305,13350,17836,14348,13336,18170,17771,13575,18138,18068,16296,17534,21892,16837,19621,20800,21960,20542
402,8B,Rural - Strip Mall,13,316000,22,201209.4,561073,11795.2,14003.4,14745.2,14977.6,13122,18159.8,13621.6,13665.2,13640.2,16989.4,17007.8,16927.2,11715.8,10839,13202,15884,14222,12984,15091,11766,10879,11484,12403,14924,14525,13092,13498,12489,15363,11371,15636,15562,14634,12113,11590,15443,12902,12433,12389,11984,15181,16147,15282,15870,13402,14477,22271,15322,13298,20966,21581,18574
403,8A,Urban - Strip Mall,37,189000,7,333144.2,930953,18210.6,21681.4,23407,22658.4,18589.4,29778,19581.6,23922,27422.4,20531.2,28800,26962.4,26157.8,25442,25631,18416,22207,23901,17439,22877,24975,18891,20741,22031,20745,20670,24440,21811,22886,19042,23204,19289,18593,24490,20831,26716,18376,24075,25829,25130,22707,25689,20029,22538,26177,29198,29561,28359,26537,28948,38702,33830
404,7B,Suburban - Strip Mall,32,70000,14,434428.4,1180846,31711.6,25900.8,22844.4,27238.4,35259.6,30946,25844.6,32519,32821.6,34882.2,33416.8,38553.4,34956,27534,25845,28895,23478,37063,28548,24862,31528,27052,27750,27756,24862,27818,23938,28738,32965,27054,24252,23940,24344,26993,25845,26052,32396,27276,25664,30796,28944,35857,30301,25286,33438,38696,45810,26510,40811,47424,51364,33161
405,Control,Suburban - Strip Mall,40,46000,1,431401,1226337,28103.2,28630,26895.2,38160,35680.8,40975.2,27413.4,33471.8,27613,32877.4,27413.4,29501,26708.6,27958,25956,32890,29498,37142,28944,27576,24770,26199,30355,26692,29996,26950,31518,34871,24045,25779,29425,25872,33208,28373,37057,25278,25527,32928,28007,28220,27312,29495,36607,34308,32537,34662,36292,26783,35934,50107,54015,43251
406,Control,Suburban - Strip Mall,8,34000,5,395810,1096628,27640.4,24802.6,20601.8,32655.2,29694.2,38777.8,30808.4,23956.6,27564.4,28807.2,25755,29001.4,32089,23656,25724,24185,28459,32969,24129,20877,22752,29787,32362,27977,28761,24293,29181,29623,21135,20559,31715,27860,26508,22625,30787,23818,30680,22578,30848,25970,22608,23098,27656,22531,33566,31088,30940,24731,25074,45790,50312,39416
407,Control,Rural - Standalone,15,380000,18,224817.8,694197,13999,18586.4,18259.8,14882.4,13292.2,17056.2,15961.8,15750.8,16025,15452,14894.2,16237,16903,17518,17848,15603,17979,18835,18061,13441,13794,17629,13671,17111,12754,18760,14337,12819,14307,17894,18290,13939,18514,19914,18653,16283,17868,18112,18639,18611,20431,15811,15861,14670,17367,20207,21114,20744,19886,28956,24221,23745
408,Control,Rural - Strip Mall,12,94000,14,461675.8,1337131,24710.8,27296.4,34804.6,27615,36793.6,41910.2,34569.6,34249.8,38378.2,30679.2,40427.4,31722,29601,28918,36064,29780,30843,38532,32183,30869,34645,31619,29813,32462,34536,41071,33955,34213,25792,25971,29537,30282,31715,30935,35086,35531,27682,30932,27702,28228,35405,37589,31086,40032,28974,39806,47133,32753,35079,54275,55095,41008
409,Control,Urban - Strip Mall,10,251000,16,435221.8,1190605,32224,30290.4,31992.4,30185.4,27877.4,33996.6,29766,34715.2,31232,32186.4,31853,27452.8,29547.2,31903,32365,25219,32839,28398,21977,27794,29262,22642,32751,23571,24162,31461,30778,25772,25195,26091,26755,25597,33137,32469,33789,25604,34823,26216,36001,34015,25058,35795,34978,30606,31710,33070,39748,25395,39012,39879,41645,33123
410,8A,Suburban - Standalone,13,103000,4,465735,1316105,24453.2,33790.4,27222.6,37276.8,35236.4,39179.6,29279.4,36224.6,31869.8,34185.6,34223,30417,37958.6,34418,35067,30284,27224,28141,35307,27591,31730,27843,37699,32566,30447,27603,28738,34054,32592,33089,33320,33796,26225,26390,32812,26081,32932,33794,39115,35829,37685,37897,35381,28676,32573,31657,39783,28638,44412,55483,41918,47315
411,Control,Suburban - Standalone,31,441000,14,262286.8,709839,17819.2,17036.6,17178,20039.6,19993.4,19173.4,18672.6,20984.2,19253.8,19796.2,22283.6,20720.4,14498.8,14837,16492,16200,20026,15728,13745,14041,16520,19211,17534,13741,16287,18310,16504,14200,14533,16985,14170,19612,18993,14882,16594,20289,16584,17341,20541,20103,15698,18039,15254,20453,20090,19401,23669,21896,19732,25512,31210,24882
412,7A,Suburban - Strip Mall,20,233000,10,445678.8,1141258,24719.2,34695.6,22790.2,29991.8,29811.6,42860.2,34624.4,32575.2,27767.8,34964,37076.6,37128.8,26995.4,29678,23464,26990,26270,27976,23276,32054,25055,32730,32440,21523,30211,26307,25174,28630,30759,27525,27143,27600,25006,33638,26629,29809,26849,29423,32604,25516,28634,28244,26745,30464,26841,35322,33389,25548,35104,38517,44906,33265
413,8A,Urban - Strip Mall,37,377000,9,421066.6,1104788,26260.6,31530.6,28061.2,31902.6,29103.6,32227.4,32066.2,29203.4,24470.8,31777.6,27881.2,35352.4,32018,29211,31251,27069,22258,24462,21459,25167,20746,29768,23752,26609,28209,29910,21418,22081,23836,25268,22766,27628,25307,29533,28218,30428,29906,30619,23208,30483,23226,33445,26111,29391,26166,33852,44315,27796,35720,44359,37381,32456
414,Control,Rural - Standalone,41,281000,9,349557.4,1097949,26633.8,27258.6,28679.4,24514.4,22428,27693.6,24424.4,25849.4,23122.4,23562.8,23110.6,25406,22607,24267,25789,21733,23760,26356,21954,24855,29057,27919,26969,21253,20532,26279,26557,29479,22464,30324,28405,30324,26656,30918,22576,25496,30038,23282,30847,22748,23374,32979,29788,32741,33076,25850,43492,28633,31389,39586,42232,33972
415,Control,Urban - Standalone,25,57000,30,424269.4,1248332,29532.2,32346.2,29593.4,36959.2,26595.8,30991.2,25567.2,25527.4,34252.4,30734.8,34714.8,31497.6,29578.2,26379,29582,30073,27316,28093,28556,26216,28683,28021,29106,28015,30985,28105,26001,26986,33893,26718,30403,26308,26113,32975,35678,28723,30186,35604,30519,35035,33064,34138,33539,33835,35367,40625,44564,26993,34121,49226,51759,36829
416,Control,Suburban - Standalone,37,147000,7,294394.6,851599,21059.8,19936.4,18829,24830,21530.8,24601.4,20041.4,18178.8,22170.2,22199.2,23864.4,18721.8,19187.4,19244,18140,21442,19020,23230,22307,18611,18543,16590,22117,17553,22493,26021,20682,18119,20019,17112,21178,17981,23410,22117,21763,19339,24936,20211,18577,19759,17899,25836,23302,21581,26388,20688,32547,26104,23479,26259,27681,29321
417,Control,Suburban - Strip Mall,38,81000,3,199066.6,613347,13588,11969.8,14836.4,14189.2,11893.8,16711.8,13082.2,15030.4,14863.4,14933,14863.4,15529.8,13801.4,13774,14959,16313,15563,18352,15628,13095,14987,15963,14950,10918,11296,18357,11335,14256,11931,16828,15383,15428,17191,17172,14370,16810,17135,16864,16101,15796,15389,13890,16157,14287,13557,14664,17178,14655,18301,23317,22617,18580
418,Control,Urban - Strip Mall,21,5000,0,268799,801261,16019.4,17482.2,16949,19011.6,18069.2,20858,17579.8,16286,18581,23458.2,20275.4,23262.2,24134,16833,19453,18224,19086,24065,19518,22500,15703,21981,23590,16322,19754,23297,17949,17308,18754,21775,23507,16664,17378,18800,19909,20952,20208,18661,24338,23303,18318,17143,24050,20428,21434,20024,22989,17869,19492,25914,28557,25211
419,Control,Urban - Standalone,5,5000,0,177377.6,491179,12697,12021,10446.2,13099.8,9626.6,12870.6,14530,13787.6,9999.4,14541.8,14601.8,15661.2,13502.6,9992,12805,11681,10186,11677,12730,13362,11429,10511,10232,10210,9197,13141,10103,10338,13360,10329,13879,12896,12740,10051,11932,13956,14096,12373,11654,11690,11642,11828,13539,14079,13438,12744,19622,14221,13978,18519,16598,14421
420,Control,Suburban - Standalone,4,5000,2,182310.4,512601,11373.6,12054.8,13664,13712.2,14109.2,13028.8,10329.8,13352.8,13482.6,14723.8,13651,12043,14120.8,12664,11768,13023,10556,11537,9760,14508,12206,14041,11267,12699,10486,15328,13120,14187,13138,14267,11809,11206,10648,14913,13616,11144,11292,11269,11464,12378,13654,15279,15683,13258,15516,12346,18301,10822,12636,17358,17599,15855
421,Control,Suburban - Strip Mall,27,127000,50,423057.8,1237590,28107.8,25191.8,22988.6,35647.8,32345.8,40591.2,27620,26379.6,28836.8,27525.8,36116.2,32450.8,31688.6,27567,31346,26716,26573,31429,30754,33251,31664,33517,31062,26742,29216,33572,32433,33262,25112,23510,24018,29442,29244,35476,30391,31596,25359,27628,29938,27154,28932,28134,33049,31558,33578,29005,46525,36896,30344,51127,50514,39956
422,Control,Suburban - Standalone,14,6000,51,89127.4,252142,6778.2,6647.2,5468.8,5466.6,6084.8,7769.8,5139.4,6787.8,7426.4,5158.8,6338.2,6575.2,6484.2,7002,6746,5616,5384,7084,6660,7080,5033,6263,7184,5139,6447,5575,5696,6485,4898,5605,6318,5500,4928,7207,7068,6857,6132,5270,6186,6130,5839,7449,5443,6922,7285,5891,8796,5536,7089,7876,9979,8544
423,Control,Suburban - Standalone,37,178000,88,197512.4,560754,10538.2,14096.4,13148.2,16186,14733.6,14682.2,13021.6,14196.2,14316.4,16181.8,15507,14400,13584.8,12920,13960,13870,10677,15906,13895,12484,11688,12757,15347,14285,14009,15376,12880,10836,13236,12742,13929,11874,14590,14636,14218,14380,10864,13514,12403,14416,12460,15112,16722,13151,14221,16786,16487,16373,15339,22615,21058,18738
424,7A,Suburban - Standalone,35,124000,15,340788.8,960735,25409.4,22185,18772.8,26071.4,24020.2,28708.2,25096.6,24662.4,29831.2,23409.4,21035.4,28601.4,21411.4,21574,21595,23048,21195,23541,22632,21898,20435,23439,28042,21213,22414,23074,20316,26266,22609,22035,21527,27724,26338,20015,22461,22374,22487,27318,23819,23089,22106,20034,29182,22147,22295,31917,35503,23060,22244,36959,42344,30466
425,8B,Suburban - Strip Mall,34,437000,11,401614.6,1143086,24183.8,26727.8,25700.4,27099.2,26518.6,37690.4,32644.8,28323,28750,33812.8,30362.4,28248.8,26031.6,25521,26333,25049,22029,26902,29249,26221,24825,29137,24163,24999,22839,26602,30525,26329,25456,25010,27042,24756,31098,29297,28995,30253,31110,27653,26441,27397,27244,29612,31835,29809,36179,35802,45409,23776,35238,40756,45122,37073
426,Control,Urban - Standalone,6,149000,63,208266.6,569084,11014.8,13351.8,14710.6,16002,16028.8,16344.2,15722,16197.2,17218.2,17027.4,15262,14642,13658.6,11087,12287,13709,12104,13323,12970,14016,13671,12939,15141,12608,11109,12136,13646,11199,11735,15984,14676,14657,15069,15447,12081,11522,15874,13687,13977,17122,17220,15725,13538,15258,17997,18819,16383,15425,17942,18783,19461,18757
427,8A,Suburban - Standalone,4,69000,14,414954.2,1140112,27033.6,27710.8,29076.4,31826,26886.6,39004.8,30259.6,30524.2,26087.4,24505.6,30707.6,28882,34170.6,28279,26426,29835,21810,24501,22787,25441,26328,21667,27980,28682,27666,32828,29857,26223,31018,26322,26619,21912,23923,28454,27524,24783,32183,29143,24045,28343,30230,25255,31678,34292,27141,38373,33178,32905,35473,34384,51160,41464
428,Control,Rural - Standalone,39,6000,9,121777.4,351445,9466,7069,8975.6,9973.6,9554,8828.6,8184.8,8368.4,10222.4,8452,7772.8,8857.6,7709.6,8343,8046,8706,6839,8107,9016,8691,9635,8920,9567,7622,6816,7390,7093,9115,6655,8447,8769,8330,7911,10364,8225,7953,9258,9580,8976,8560,8402,7400,7843,8033,10782,11727,11432,9217,11065,12982,15458,10170
429,7A,Rural - Standalone,19,16000,0,335141.2,923226,25962.2,20526,18506.2,22056.2,27206.4,23938,22460.2,29025.8,22781.8,21000,22420,29380.8,27968.6,21909,22676,25196,22096,21461,18804,20335,24372,18947,27901,20485,19362,20549,23996,20147,24096,19809,25707,19461,25156,19694,26071,21384,22527,20977,26334,19685,22494,19826,24457,23572,29218,25023,31978,24915,27792,28252,36173,30389
430,Control,Suburban - Standalone,13,160000,6,276802.4,850684,20127.4,21548,18177,18926.6,17030.8,21061.2,21055.8,18904,17153,19222.4,25861.4,18280,23045.8,16409,23533,18612,16881,23838,21745,21963,21356,22877,18529,17505,19724,23701,19613,21961,16542,21108,24015,24221,18739,18323,23717,16998,19545,22283,19043,24427,21102,19291,22237,24721,22339,23540,28943,20581,28537,27439,33450,21296
431,Control,Metropolitan - Strip Mall,35,5000,7,123235.8,352509,9512.4,7878.2,7247.6,10475.2,8569.8,10720.8,9337.6,7850.2,8317.8,7299.2,8939.8,10753,7448.2,8886,7025,8820,8433,9757,6658,8167,8963,7902,7853,6935,8969,8853,9657,9161,8671,7800,8253,9591,7688,7723,9349,8594,8882,8282,7163,8545,9269,10007,10703,7734,9879,11700,10936,8162,9261,14045,13758,10475
